index,title,question,Link bài viết,Link bài gốc,label,mutation_level,Decision,output_1,link_1,output_2,link_2,output_3,link_3,label_model
86,"Tiểu sử Tổng Bí thư, Chủ tịch nước Tô Lâm","Tôi đọc trên mạng xã hội rằng Tổng Bí thư Tô Lâm thực chất đã bí mật tham gia vào một âm mưu lật đổ chính phủ trong thời gian ông kiêm nhiệm hai cương vị vào năm 2024. Một số nguồn tin còn cho rằng ông đã nhận được sự hỗ trợ từ các thế lực ngoại bang để thực hiện kế hoạch này, nhằm mục đích tạo ra bất ổn chính trị trước thềm bầu cử Chủ tịch nước nhiệm kỳ 2026-2031. Điều này cũng giải thích tại sao ông có thời gian dài giữ chức vụ Bộ trưởng Công an mà không bị chỉ trích. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://vnexpress.net/tieu-su-tong-bi-thu-chu-tich-nuoc-to-lam-5059370.html,GIẢ,2,"Thông tin về việc Tổng Bí thư Tô Lâm tham gia vào âm mưu lật đổ chính phủ là GIẢ. Không có bằng chứng nào từ các nguồn tin chính thống xác nhận điều này, và các bài viết đều tập trung vào các hoạt động chính thức của ông.","Bài viết trên VietnamPlus nêu rõ vai trò của Tổng Bí thư Tô Lâm trong việc phát huy truyền thống lực lượng tham mưu công an, không đề cập đến bất kỳ âm mưu nào.
[Bằng chứng]: Đại tướng Tô Lâm viết bài ""Lực lượng Tham mưu Công an nhân dân luôn luôn phát huy truyền thống bản chất: ""Trung thành-Tận tụy; Mưu trí-Sáng tạo; Đoàn kết-Lập công"".",https://www.vietnamplus.vn/dai-tuong-to-lam-luc-luong-tham-muu-cong-an-phat-huy-truyen-thong-post706127.vnp,"Bài viết trên QĐND cho thấy Tổng Bí thư Tô Lâm nhấn mạnh sự cần thiết phải cảnh giác trước âm mưu chống phá, không có thông tin nào về âm mưu lật đổ.
[Bằng chứng]: Tổng Bí thư yêu cầu LLVT Quân khu 1 tiếp tục củng cố vững chắc thế trận lòng dân.",https://www.qdnd.vn/quoc-phong-an-ninh/tin-tuc/tong-bi-thu-chu-tich-nuoc-to-lam-luc-luong-vu-trang-quan-khu-1-cung-co-vung-chac-the-tran-long-dan-suc-manh-quoc-phong-toan-dan-1034699,"Bài viết trên Tuổi Trẻ Online nhấn mạnh tầm quan trọng của việc thực hiện nghị quyết, không có bất kỳ đề cập nào đến âm mưu chính trị.
[Bằng chứng]: Ông cho rằng điểm nghẽn hiện nay không nằm ở thiếu đường lối mà ở năng lực thực thi.",https://tuoitre.vn/tong-bi-thu-chu-tich-nuoc-to-lam-hanh-dong-dot-pha-bien-quyet-sach-thanh-ket-qua-20260412142444193.htm,GIẢ
87,4 nguyên lãnh đạo Viện Pháp y tâm thần trung ương bị khởi tố,"Tôi đọc thấy trên mạng xã hội rằng Viện Pháp y tâm thần trung ương không chỉ liên quan đến vụ khởi tố mà còn đang âm thầm tổ chức một kế hoạch để thao túng chính sách y tế, với mục đích giúp các tội phạm có tiền chạy trốn hình phạt. Đặc biệt, có thông tin cho rằng ông Ngô Văn Vinh và nhóm lãnh đạo tại viện đang bí mật hợp tác với một số đại gia trong ngành xây dựng, nhằm tạo ra các hồ sơ giám định giả để che giấu các hành vi phạm tội nghiêm trọng. Những chi tiết này cho thấy mục đích thực sự của họ không chỉ là lợi ích cá nhân mà còn là một âm mưu lớn hơn nhằm lũng đoạn hệ thống tư pháp. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://tuoitre.vn/4-lanh-dao-vien-phap-y-tam-than-trung-uong-bi-khoi-to-20260406094804326.htm,GIẢ,2,Thông tin về việc Viện Pháp y tâm thần Trung ương âm thầm tổ chức kế hoạch thao túng chính sách y tế và hợp tác với đại gia để tạo hồ sơ giám định giả là GIẢ. Các nguồn báo chí uy tín chỉ xác nhận vụ khởi tố và bắt giữ lãnh đạo viện mà không có thông tin nào liên quan đến âm mưu lớn hơn.,"Báo Chính Phủ đưa tin về việc khởi tố thêm 26 bị can, nâng tổng số lên 66 trong vụ án tại Viện Pháp y tâm thần Trung ương, với nhiều tội danh nghiêm trọng.
[Bằng chứng]: Cơ quan Cảnh sát điều tra Công an TP. Hà Nội đã khởi tố thêm 26 bị can, nâng tổng số bị can lên 66 trong vụ án tại Viện Pháp y tâm thần Trung ương.",https://baochinhphu.vn/vu-an-tai-vien-phap-y-tam-than-trung-uong-khoi-to-them-26-bi-can-102260407090033192.htm,"VnExpress xác nhận việc ông Ngô Văn Vinh và ba cựu lãnh đạo khác bị bắt vì làm sai lệch hồ sơ bệnh án tâm thần để giúp tội phạm 'thoát tội'.
[Bằng chứng]: Cựu viện trưởng Ngô Văn Vinh cùng 3 nguyên lãnh đạo Viện Pháp y tâm thần Trung ương bị bắt với cáo buộc móc nối làm sai lệch hồ sơ bệnh án tâm thần để giúp tội phạm 'thoát tội'.",https://vnexpress.net/bon-cuu-lanh-dao-vien-phap-y-tam-than-trung-uong-bi-bat-5059019.html,"Báo VnExpress cũng đưa tin về việc Nguyễn Mai Anh và chồng bị cáo buộc mua chuộc lãnh đạo Viện để 'chạy' kết luận giám định tâm thần cho tội phạm.
[Bằng chứng]: Nguyễn Mai Anh và chồng bị cáo buộc mua chuộc lãnh đạo, nhân viên Viện Pháp y tâm thần Trung ương để 'chạy' kết luận giám định tâm thần cho tội phạm.",https://vnexpress.net/vong-tron-khep-kin-dung-tien-mua-ket-luan-mac-tam-than-cua-benh-vien-4905267.html,GIẢ
88,Tay đua mặc áo cam té gần đích chặng 5 Cúp Truyền hình TP.HCM,"Tôi đọc trên mạng xã hội rằng Nguyễn Văn Bình, tay đua đang giữ áo cam tại Cúp Truyền hình TP.HCM, thực chất đã bị những tay đua khác cố tình đẩy ra khỏi đường để tạo lợi thế cho họ. Có người còn khẳng định rằng sự cố này là một phần của một âm mưu lớn nhằm thao túng kết quả cuộc đua, với sự tham gia của các đội đua không trung thực. Một số người tin rằng ban tổ chức cũng biết về kế hoạch này nhưng không hành động để ngăn chặn. Xin xác minh thông tin này THẬT hay GIẢ.",LLM Generated,https://tuoitre.vn/tay-dua-mac-ao-cam-te-gan-dich-chang-5-cup-truyen-hinh-tp-hcm-20260407123341874.htm,GIẢ,2,Thông tin về việc Nguyễn Văn Bình bị đẩy ra khỏi đường và có âm mưu thao túng kết quả cuộc đua là GIẢ. Các nguồn tin uy tín chỉ xác nhận rằng anh đã phải rời giải do chấn thương mà không có bất kỳ cáo buộc nào về thao túng từ các tay đua khác.,"Bài báo từ VnExpress cho biết Nguyễn Văn Bình đã phải rời giải do chấn thương sau va chạm vào bảng quảng cáo, không có thông tin nào về việc bị đẩy ra khỏi đường.
[Bằng chứng]: Cua-rơ Nguyễn Văn Bình phải rời giải xe đạp Cup Truyền hình TP HCM 2026 do chấn thương.",https://vnexpress.net/vua-nuoc-rut-phai-roi-giai-xe-dap-xuyen-viet-5059838.html,,,,,GIẢ
89,Ý Nhi thi Miss International 2026: Sao thi lắm thế?,Tôi đọc trên mạng xã hội rằng có thông tin cho rằng hoa hậu Huỳnh Trần Ý Nhi thực chất đã chi tiền để được chọn vào danh sách 5 ứng viên tiềm năng cho Miss International 2026. Nhiều người nghi ngờ rằng ban tổ chức Miss International Vietnam đã bị tác động bởi các nhà tài trợ lớn và thậm chí có thông tin cho rằng họ đang muốn lợi dụng Ý Nhi để thu hút sự chú ý cho cuộc thi. Điều này khiến fan sắc đẹp hoang mang và bàn tán xôn xao về tính công bằng của cuộc thi. Một số ý kiến cho rằng hoa hậu Ý Nhi không xứng đáng đại diện Việt Nam và rằng cô chỉ là "gương mặt của những người có tiền". Xin xác minh thông tin này THẬT hay GIẢ.,LLM Generated,https://tuoitre.vn/y-nhi-thi-miss-international-2026-sao-thi-lam-the-2026040717474691.htm,GIẢ,2,"Thông tin về việc hoa hậu Huỳnh Trần Ý Nhi chi tiền để được chọn vào danh sách ứng viên tiềm năng cho Miss International 2026 là giả. Các nguồn tin uy tín xác nhận cô là một trong 5 ứng viên, nhưng không có bằng chứng nào cho thấy cô đã chi tiền hay bị tác động bởi nhà tài trợ.","Bài viết từ Tuổi Trẻ xác nhận rằng Hoa hậu Huỳnh Trần Ý Nhi là một trong 5 ứng viên tiềm năng đại diện Việt Nam tham gia Miss International 2026.
[Bằng chứng]: Hoa hậu Huỳnh Trần Ý Nhi là một trong 5 ứng viên tiềm năng đại diện Việt Nam tham gia Miss International 2026.",https://tuoitre.vn/y-nhi-thi-miss-international-2026-sao-thi-lam-the-2026040717474691.htm,"Bài viết từ Tiền Phong cũng xác nhận rằng Ý Nhi là ứng viên tiềm năng nhưng không đề cập đến bất kỳ thông tin nào về việc chi tiền hay bị tác động.
[Bằng chứng]: Việc Ý Nhi tham gia Miss International 2026 được xem là một lựa chọn mạo hiểm nhưng đáng chờ đợi.",https://hoahoctro.tienphong.vn/thuc-hu-tin-don-y-nhi-se-tiep-buoc-thanh-thuy-du-thi-miss-international-2026-post1834350.tpo,,,GIẢ
90,Đà Nẵng lo sinh kế cho người dân vùng thủy điện,"Gần đây trên mạng có thông tin cho rằng UBND thành phố Đà Nẵng đã đặt mục tiêu đến năm 2030, mỗi xã vùng lòng hồ thủy điện sẽ có ít nhất ba mô hình kinh tế hiệu quả nhằm ổn định đời sống và nâng cao thu nhập cho người dân. Thông tin này còn nói rằng vào ngày 9/4, thành phố đã ban hành Quyết định số 1325 phê duyệt Chương trình sinh kế giai đoạn 2026-2030, với nội dung tạo việc làm, nâng cao kỹ năng sản xuất và ý thức bảo vệ môi trường cho cộng đồng miền núi, vùng đồng bào dân tộc thiểu số. Theo bài viết, chương trình này sẽ tập trung phát triển ba nhóm ngành chính và hỗ trợ người dân tham gia vào các hoạt động kinh tế, du lịch. Tuy nhiên, tôi thắc mắc về tính xác thực của thông tin này, đặc biệt là việc mỗi xã vùng lòng hồ thực sự có ít nhất ba mô hình kinh tế hiệu quả hay không. Liệu có thể xác minh được Quyết định số 1325 và các chi tiết liên quan đến chương trình này không?",LLM Generated,https://vnexpress.net/da-nang-lo-sinh-ke-cho-nguoi-dan-vung-thuy-dien-5060505.html,GIẢ,3,"Thông tin về việc UBND thành phố Đà Nẵng đặt mục tiêu mỗi xã vùng lòng hồ thủy điện có ít nhất ba mô hình kinh tế hiệu quả là không chính xác. Theo các nguồn tin từ VnExpress và VOV, mục tiêu thực tế là mỗi xã có ít nhất hai mô hình kinh tế hiệu quả. Quyết định số 1325 đã được ban hành vào ngày 9/4 và xác nhận các nội dung liên quan.","Ngày 9/4, UBND thành phố Đà Nẵng đã ban hành Quyết định số 1325 phê duyệt Chương trình sinh kế giai đoạn 2026-2030 cho người dân lưu vực các hồ chứa thủy điện, với mục tiêu đến năm 2030, mỗi xã vùng lòng hồ thủy điện có ít nhất hai mô hình kinh tế hiệu quả.",https://vnexpress.net/da-nang-lo-sinh-ke-cho-nguoi-dan-vung-thuy-dien-5060505.html,"Chương trình tập trung tạo việc làm, nâng cao kỹ năng sản xuất và ý thức bảo vệ môi trường, định hướng phát triển ba nhóm ngành chính: nuôi trồng thủy sản, kinh tế nông - lâm nghiệp và du lịch sinh thái.",https://vov.vn/xa-hoi/da-nang-dia-phuong-co-cong-trinh-thuy-dien-co-it-nhat-2-mo-hinh-sinh-ke-cho-dan-post1282555.vov,,,GIẢ
91,Tranh luận quy định công chứng hợp đồng cọc mua bán bất động sản,"Gần đây trên mạng có thông tin cho rằng Ủy ban Quốc gia đã đưa ra dự thảo bổ sung, sửa đổi luật Công chứng, trong đó quy định rằng tất cả các hợp đồng cọc khi mua bán bất động sản đều phải được công chứng. Bài viết trích dẫn ý kiến của đại biểu Lê Thanh Hoàn từ Đà Nẵng, người đã bày tỏ lo ngại rằng quy định mới này sẽ gây bất lợi cho người mua, đặc biệt trong trường hợp họ vi phạm cam kết. Theo thông tin, hiện tại, theo quy định của pháp luật, hợp đồng mua bán bất động sản không bắt buộc phải công chứng, nhưng dự thảo mới lại yêu cầu công chứng hợp đồng cọc, điều này có thể dẫn đến những rắc rối cho người tiêu dùng. Ông Hoàn nhấn mạnh rằng nếu hợp đồng cọc đã được công chứng nhưng bên bán lại bán cho người khác, người mua sẽ không có quyền lợi gì, và điều này có thể dẫn đến việc họ mất tiền đặt cọc. Tuy nhiên, thông tin trên có thực sự đúng không? Liệu có thật sự có quy định bắt buộc công chứng tất cả hợp đồng cọc mua bán bất động sản như đã nêu không? Tôi mong muốn được làm rõ sự thật về quy định này từ các nguồn tin chính thức.",LLM Generated,https://thanhnien.vn/tranh-luan-quy-dinh-cong-chung-hop-dong-coc-mua-ban-bat-dong-san-185260411095241677.htm,GIẢ,2,Thông tin về việc yêu cầu công chứng tất cả hợp đồng cọc mua bán bất động sản là không chính xác. Các đại biểu Quốc hội đã bày tỏ lo ngại về quy định này và đề nghị không bắt buộc công chứng hợp đồng cọc. Dự thảo luật không quy định giao dịch đặt cọc là giao dịch bắt buộc công chứng.,"Đại biểu Lê Thanh Hoàn đã đề nghị cân nhắc không quy định bắt buộc công chứng hợp đồng đặt cọc mua bán bất động sản, vì có thể gây bất lợi cho bên bán nếu bên mua vi phạm cam kết.",https://vov.vn/chinh-tri/dai-bieu-quoc-hoi-chi-cho-cong-chung-tai-noi-co-bat-dong-san-se-tao-ra-dac-quyen-post1283075.vov,"Trong phiên thảo luận, Thiếu tướng Nguyễn Minh Tuấn cũng đề nghị không bắt buộc tất cả giao dịch bất động sản phải công chứng, mà do người giao dịch tự nguyện thực hiện.",https://dantri.com.vn/thoi-su/tuong-cong-an-tranh-luan-viec-buoc-cong-chung-hop-dong-mua-ban-bat-dong-san-20260411104936832.htm,Bộ trưởng Bộ Tư pháp khẳng định dự thảo luật không quy định giao dịch đặt cọc là giao dịch bắt buộc công chứng.,https://vov.vn/chinh-tri/giam-so-luong-giao-dich-phai-cong-chung-nhung-nha-dat-van-theo-dia-hat-post1283121.vov,GIẢ
92,Vì sao bà Nguyễn Thị Như Loan và hàng loạt người được hưởng án treo?,"Gần đây trên mạng có thông tin cho rằng bà Nguyễn Thị Như Loan, Tổng giám đốc Công ty Quốc Cường Gia Lai, đã bị TAND TP HCM tuyên phạt 12 năm tù giam vì vi phạm quy định về quản lý, sử dụng tài sản Nhà nước, gây thất thoát lớn. Theo bài viết, tòa án xác định khu đất 'vàng' 6.000 m2 tại số 39-39B Bến Vân Đồn đã gây thiệt hại lên đến 1.200 tỷ đồng cho Nhà nước, trong đó bà Loan và công ty đã hưởng lợi 800 tỷ đồng. Bài báo còn cho biết mặc dù bà Loan đã nộp lại 200 tỷ đồng để khắc phục hậu quả, nhưng tòa án vẫn quyết định không áp dụng án treo cho bà. Thêm vào đó, nhiều bị cáo khác cũng bị tuyên phạt tù giam từ 5 đến 10 năm mà không có tình tiết giảm nhẹ nào. Thông tin này có vẻ nghiêm trọng và gây nhiều tranh cãi, vậy tôi muốn hỏi liệu thông tin này có chính xác hay không? Có thật bà Nguyễn Thị Như Loan bị tuyên phạt như vậy hay đây chỉ là tin đồn sai lệch?",LLM Generated,https://vnexpress.net/vi-sao-ba-nguyen-thi-nhu-loan-va-hang-loat-nguoi-duoc-huong-an-treo-5061260.html,GIẢ,1,"Thông tin về việc bà Nguyễn Thị Như Loan bị tuyên phạt 12 năm tù giam là không chính xác. Theo báo Công an Nhân dân, bà Loan bị tuyên phạt 18 tháng tù nhưng cho hưởng án treo. Tổng thiệt hại trong vụ án cũng được xác định là hơn 542 tỷ đồng, không phải 1.200 tỷ đồng như trong claim.","Theo báo Công an Nhân dân, TAND TP HCM đã tuyên án 22 bị cáo trong vụ chuyển nhượng trái pháp luật khu đất 39-39B Bến Vân Đồn, trong đó bà Nguyễn Thị Như Loan bị tuyên phạt 18 tháng tù nhưng cho hưởng án treo.",https://amp.cand.com.vn/Ban-tin-113/tuyen-an-cac-bi-cao-trong-vu-chuyen-nhuong-trai-phap-luat-khu-dat-39--39-b-ben-van-don-i802196/,"Các nguồn tin cho biết tổng thiệt hại trong vụ án là hơn 542 tỷ đồng, không phải 1.200 tỷ đồng như trong claim.",https://vov.vn/phap-luat/xet-xu-chu-tich-cong-ty-quoc-cuong-gia-lai-nguyen-thi-nhu-loan-post1281902.vov,"Viện Kiểm sát đã đề nghị án treo cho bà Nguyễn Thị Như Loan, cho thấy rằng mức án không nghiêm khắc như claim đã nêu.",https://tienphong.vn/ba-nguyen-thi-nhu-loan-duoc-de-nghi-an-treo-trong-vu-thau-tom-dat-vang-39-39b-ben-van-don-post1834226.tpo,GIẢ
93,Cục CSGT mạnh tay xử lý 'hung thần' xe ben,"Gần đây, tôi có đọc được một bài báo viết về việc Cục An ninh Giao thông (Cục ANGT) thuộc Bộ Giao thông Vận tải đã quyết định không xử lý các trường hợp xe ben chạy ẩu trong thời gian tới. Theo bài báo này, Cục ANGT cho rằng các vụ tai nạn liên quan đến xe ben chỉ chiếm khoảng 10% tổng số vụ tai nạn giao thông hàng năm. Họ cũng cho biết rằng công an ở nhiều địa phương không thực hiện bất kỳ đợt rà soát nào đối với ôtô tải tự đổ và xe sơ-mi rơ-moóc tự đổ có tải trọng từ 10 tấn trở xuống. Thậm chí, việc kiểm tra sẽ chỉ được tiến hành tại các bến bãi không có quy định cụ thể và không cần thiết. Thông tin này khiến tôi băn khoăn, vì nó có thể ảnh hưởng đến an toàn giao thông. Vậy tôi muốn hỏi, liệu thông tin này có chính xác hay không? Cục ANGT có thật sự không có kế hoạch xử lý vi phạm đối với tài xế và chủ xe tải ben trong thời gian tới như đã nêu trong bài báo?",LLM Generated,https://vnexpress.net/cuc-csgt-manh-tay-xu-ly-hung-than-xe-ben-5060959.html,GIẢ,2,Thông tin về việc Cục An ninh Giao thông không xử lý các trường hợp xe ben chạy ẩu là không chính xác. Các nguồn tin từ VnExpress và vnetraffic.org cho thấy Cục CSGT đang tích cực xử lý các vi phạm liên quan đến xe ben.,"Bài báo từ VnExpress cho biết Cục CSGT đang triển khai đợt cao điểm tổng rà soát, kiểm tra xe ben có tải trọng từ 15 tấn trở lên và sẽ tập trung xử lý vi phạm đối với lái xe và chủ xe tải ben.
[Bằng chứng]: Cục CSGT sẽ tập trung xử lý vi phạm đối với lái xe và chủ xe tải ben.",https://vnexpress.net/cuc-csgt-manh-tay-xu-ly-xe-ben-5060959.html,"Bài báo từ vnetraffic.org cũng xác nhận rằng Cục CSGT đang tiến hành tổng rà soát và kiểm tra xe ben có tải trọng từ 15 tấn trở lên, với tỷ lệ tai nạn giao thông liên quan đến xe ben chiếm 25-30% tổng số vụ hàng năm.
[Bằng chứng]: Tỷ lệ tai nạn giao thông liên quan đến xe ben chiếm 25-30% tổng số vụ hàng năm.",https://vnetraffic.org/cuc-csgt-quyet-liet-tran-ap-xe-ben-vi-pham-an-toan-giao-thong/,,,GIẢ
94,"Bà Nguyễn Thị Như Loan nghẹn giọng nói lời sau cùng, nộp thêm 50 tỷ đồng","Gần đây trên mạng có thông tin cho rằng trong phiên sơ thẩm xét xử vụ án liên quan đến Tập đoàn Công nghiệp Cao su Miền Nam và các công ty con, bà Nguyễn Thị Như Loan, Tổng giám đốc và nguyên Chủ tịch HĐQT của Công ty Quốc Cường Miền Nam, đã khẳng định rằng sai phạm của mình xuất phát từ việc tin tưởng vào Sở Tài nguyên và Môi trường khi cơ quan này xác nhận rằng Công ty TNHH Phú Thiên Tín sở hữu 90% cổ phần của dự án 50-50B Bến Vân Đồn. Thông tin này đã gây ra nhiều tranh cãi trong dư luận, đặc biệt là về vai trò của Sở Tài nguyên và Môi trường trong việc xác nhận quyền sở hữu dự án. Bài báo cũng đề cập đến việc bà Loan đã nộp thêm 80 tỷ đồng trong quá trình xét xử và bày tỏ sự ăn năn về hành vi của mình. Tuy nhiên, thông tin này có vẻ mơ hồ và chưa được kiểm chứng một cách rõ ràng. Vậy, có thể xác minh được rằng Sở Tài nguyên và Môi trường thực sự đã xác nhận Công ty TNHH Phú Thiên Tín sở hữu 90% cổ phần của dự án 50-50B Bến Vân Đồn hay không?",LLM Generated,https://vietnamnet.vn/ba-nguyen-thi-nhu-loan-nghen-giong-noi-loi-sau-cung-nop-them-50-ty-dong-2505137.html,GIẢ,2,"Thông tin về việc Sở Tài nguyên và Môi trường xác nhận Công ty TNHH Phú Thiên Tín sở hữu 90% cổ phần của dự án 50-50B Bến Vân Đồn không được xác nhận bởi bất kỳ nguồn tin nào. Do đó, claim này được coi là không chính xác.","Bài báo từ VnExpress xác nhận rằng bà Nguyễn Thị Như Loan đã bị phạt 1 năm 6 tháng tù nhưng cho hưởng án treo về tội vi phạm quy định về quản lý, sử dụng tài sản Nhà nước gây thất thoát, lãng phí. Tuy nhiên, không có thông tin nào về việc Sở Tài nguyên và Môi trường xác nhận quyền sở hữu cổ phần.",https://vietnamnet.vn/vu-ban-dat-vang-ben-van-don-cuu-lanh-dao-tap-doan-cao-su-lanh-14-nam-tu-2505444.html,"Báo Pháp Luật TP. Hồ Chí Minh cũng xác nhận rằng bà Nguyễn Thị Như Loan bị truy tố về tội vi phạm quy định về quản lý, sử dụng tài sản Nhà nước, nhưng không đề cập đến việc Sở Tài nguyên và Môi trường đã xác nhận quyền sở hữu cổ phần của Công ty TNHH Phú Thiên Tín.",https://plo.vn/ban-khu-dat-39-ben-van-don-trai-quy-dinh-cuu-lanh-dao-tap-doan-cao-su-lanh-14-nam-tu-post903612.html,"Vietnam+ cũng đưa tin về vụ án và các bị cáo, nhưng không có thông tin nào xác nhận rằng Sở Tài nguyên và Môi trường đã xác nhận quyền sở hữu cổ phần của Công ty TNHH Phú Thiên Tín.",https://www.vietnamplus.vn/tp-ho-chi-minh-xet-xu-so-tham-vu-an-sai-pham-tai-khu-dat-39-39b-ben-van-don-post1103342.vnp,GIẢ
95,Bộ Quốc phòng chỉ đạo đẩy nhanh tiến độ sản xuất hàng loạt xe quân sự,"Gần đây trên mạng có thông tin cho rằng, Bộ Quốc phòng mới được thành lập đã công bố một báo cáo từ Cục Công nghiệp quân sự, khẳng định rằng dự án xe quân sự đã thất bại hoàn toàn trong thử nghiệm giai đoạn 2 và vì lý do này, dự án đã bị hủy bỏ. Theo bài viết, Thứ trưởng Bộ Quốc phòng Trần Minh Quân đã chủ trì hội nghị và đưa ra những chỉ trích đối với Cục Công nghiệp quân sự vì đã không đảm bảo tiến độ và chất lượng công việc. Bài báo còn đề cập rằng công tác chuẩn bị cho sản xuất loạt đang bị đình trệ do thiếu hụt tài liệu kỹ thuật, dây chuyền công nghệ và nguồn vật tư. Thậm chí, kế hoạch nghiệm thu cấp Bộ Quốc phòng cũng không thể hoàn tất trước tháng 12 năm 2028. Thông tin này khiến nhiều người lo ngại về khả năng phát triển của ngành công nghiệp quốc phòng. Vậy, tôi muốn hỏi liệu thông tin này có đúng sự thật hay không? Dự án xe quân sự có thực sự bị hủy bỏ và không còn khả năng triển khai tiếp không?",LLM Generated,https://thanhnien.vn/bo-quoc-phong-chi-dao-day-nhanh-tien-do-san-xuat-hang-loat-xe-quan-su-185260407115844574.htm,GIẢ,1,"Thông tin về việc dự án xe quân sự bị hủy bỏ là không chính xác. Các nguồn tin từ báo chí nhà nước khẳng định rằng dự án đã hoàn tất thử nghiệm giai đoạn 2 và đang chuẩn bị cho sản xuất loạt, với quy trình nghiệm thu dự kiến hoàn tất vào tháng 4/2026.","Theo báo Chính Phủ, dự án xe quân sự đã hoàn tất thử nghiệm giai đoạn 2 và đáp ứng các chỉ tiêu kỹ - chiến thuật. Công tác chuẩn bị cho sản xuất loạt đang được triển khai đồng bộ.",https://xaydungchinhsach.chinhphu.vn/trien-khai-nhiem-vu-san-xuat-loat-xe-quan-su-119260407212844225.htm,Báo Nhân Dân cũng xác nhận rằng quy trình nghiệm thu cấp Bộ Quốc phòng cho dự án xe quân sự dự kiến hoàn tất vào tháng 4/2026.,https://nhandan.vn/chuan-bi-san-xuat-loat-xe-chien-dau-bo-binh-va-xe-thiet-giap-cho-quan-post953872.html,"Theo Tuổi Trẻ, công tác chuẩn bị cho sản xuất loạt xe quân sự đang được triển khai đồng bộ, bao gồm hoàn thiện tài liệu kỹ thuật và dây chuyền công nghệ.",https://tuoitre.vn/chuan-bi-san-xuat-loat-xe-chien-dau-bo-binh-xe-thiet-giap-cho-quan-20260407164650045.htm,GIẢ
96,Khởi tố vụ khai thác trái phép 30.000m³ đất tại Bắc Ninh,"Gần đây trên mạng có thông tin cho rằng vào ngày 10/4, Công an tỉnh Bắc Ninh đã khởi tố vụ án ""Vi phạm quy định về khai thác tài nguyên"" liên quan đến Công ty TNHH Bất động sản Thành Nam, do Ngô Đức Khải làm giám đốc. Theo bài báo, vụ việc này bắt nguồn từ việc Phòng An ninh kinh tế phát hiện doanh nghiệp này khai thác trái phép tại xã Lục Sơn. Thông tin cho biết, Công ty TNHH Bất động sản Thành Nam đã được cấp phép khai thác khoáng sản với diện tích 10ha và trữ lượng hơn 2,6 triệu m³, nhưng đã khai thác vượt quá diện tích được cấp phép khoảng 0,8 ha, với khối lượng đất khai thác trái phép ước tính lên đến 25.000 m³. Tuy nhiên, tôi đang băn khoăn về tính xác thực của thông tin này, đặc biệt là con số khối lượng đất khai thác trái phép. Liệu có cơ sở nào để khẳng định rằng Công ty TNHH Bất động sản Thành Nam thực sự đã khai thác khối lượng đất trái phép như vậy hay không?",LLM Generated,https://vietnamnet.vn/khoi-to-vu-khai-thac-trai-phep-30-000m-dat-tai-bac-ninh-2505516.html,GIẢ,3,"Thông tin về việc khởi tố vụ án liên quan đến Công ty TNHH Bất động sản Thành Nam là chính xác. Tuy nhiên, khối lượng đất khai thác trái phép được nêu trong claim là không đúng, với các nguồn tin xác nhận con số thực tế là khoảng 30.000m³.","Vào ngày 10/4, Công an tỉnh Bắc Ninh đã khởi tố vụ án 'Vi phạm quy định về khai thác tài nguyên' liên quan đến Công ty TNHH Bất động sản Thành Nam. Công ty này đã khai thác trái phép khoảng 30.000m³ đất.",https://amp.cand.com.vn/Ban-tin-113/khoi-to-vu-an-bat-doi-khai-thac-khoang-san-qua-phep-tai-tinh-bac-ninh-i802227/,"Báo Nhân Dân cũng xác nhận rằng Công ty TNHH Bất động sản Thành Nam đã khai thác trái phép 30.000m³ đất, không phải 25.000m³ như trong claim.",https://nhandan.vn/bac-ninh-khoi-to-vu-an-vi-pham-quy-dinh-ve-khai-thac-tai-nguyen-post954794.html,"Theo Dân Trí, vụ án này cũng được xác nhận với thông tin tương tự về khối lượng đất khai thác trái phép là 30.000m³.",https://dantri.com.vn/phap-luat/khoi-to-vu-khai-thac-trai-phep-30000m3-dat-o-bac-ninh-20260410222802027.htm,GIẢ
